fund_code,price_date,unit_price,investor_count,total_fund_value
AHN,27.04.2026,"66,230,623",102,"28665474,78"
AHU,27.04.2026,"10,143,229",605,"214058433,89"
AHV,27.04.2026,"19,679,752",155,"116878148,22"
AHZ,27.04.2026,"26,922,083",12,"630969627,42"
AI1,27.04.2026,"11,065",19,"65192877,19"
AIH,27.04.2026,"18,560,517",4,"178993060,56"
AII,27.04.2026,"89,413,079",3,"365788907,11"
AIM,27.04.2026,"24,422,334",1,"52808095,72"
AIR,27.04.2026,"153,035,528",1,"1340244450,72"
AIS,27.04.2026,"94,972",12679,"13241092905,47"
AJ1,27.04.2026,"1,204,755",102,"31600854,35"
AJE,27.04.2026,"58,620,684",1019,"3653773337,47"
AJK,27.04.2026,"60,010,725",131,"135165696,82"
AJL,27.04.2026,"59,615,718",1482,"5373332218,62"
AJN,27.04.2026,"57,900,231",357,"561697494,22"
AK2,27.04.2026,"508,257",9475,"213031985,61"
AK3,27.04.2026,"52,999,109",21209,"8695904252,60"
AKE,27.04.2026,"490,968",13910,"1052430029,90"
AKU,27.04.2026,"951,873",17223,"1579616174,42"
AL4,27.04.2026,"3,537,315",12,"1126797727,56"
AL5,27.04.2026,"50,291,662",2460,"14981669271,61"
AL6,27.04.2026,"3,458,945",12,"4934506943,13"
AL7,27.04.2026,"3,343,341",108,"7870047215,51"
ALC,27.04.2026,"367,192",26671,"2030766450,72"
ALE,27.04.2026,"11,953,509",133614,"70893513904,29"
AN1,27.04.2026,"96,708,831",2573,"1235125372,90"
ANL,27.04.2026,"33,140,881",4151,"647985875,62"
ANZ,27.04.2026,"20,372,498",183,"267255334,15"
AOJ,27.04.2026,"1,548,216",248,"24593191,29"
AOY,27.04.2026,"363,222",36532,"1018851701,08"
AP2,27.04.2026,"3,627,435",35,"1041169073,37"
AP4,27.04.2026,"1,218,111",11,"303575526,92"
AP5,27.04.2026,"1,033,906",12,"1061400,02"
AP6,27.04.2026,"8,730,078",46,"1052836845,15"
AP7,27.04.2026,"231,167",543,"176260219,96"
APJ,27.04.2026,"6,947,217",3186,"101948598,14"
APP,27.04.2026,"32,558,965",2,"208882107,75"
APT,27.04.2026,"148,202",13555,"311219152,94"
ARE,27.04.2026,"22,019",1665,"35819343,21"
ARF,27.04.2026,"7,881,885",1,"712127516,95"
ARL,27.04.2026,"14,986,935",7880,"4197428237,17"
ARM,27.04.2026,"17,771,309",5621,"3336570480,68"
ARP,27.04.2026,"415,219",1,"3137560701,59"
AS1,27.04.2026,"44,738,791",41,"6538395,36"
AS3,27.04.2026,"739,879",16,"167100221,96"
ASJ,27.04.2026,"3,854,167",852,"72834218,58"
ATJ,27.04.2026,"22,218,565",11,"1063547186,70"
AU1,27.04.2026,"1,180,202",628,"58492921,01"
AUT,27.04.2026,"8,986,082",154,"2642968,51"
AUV,27.04.2026,"4,644,412",619,"773999947,18"
AVC,27.04.2026,"143,252,201",11,"241486680,84"
AVT,27.04.2026,"200,694,792",19633,"3262374322,43"
AVZ,27.04.2026,"96,132,962",1,"221343260,61"
AY6,27.04.2026,"1,312,392",11,"102710671,93"
AY7,27.04.2026,"1,481,867",12,"210030944,74"
AYA,27.04.2026,"19,125,212",10406,"1250094745,29"
AYR,27.04.2026,"124,055",13194,"1608934513,54"
AZF,27.04.2026,"163,474",4,"543575981,73"
AZJ,27.04.2026,"18,154,222",41,"663791886,95"
AZV,27.04.2026,"25,000,719",4,"4206291127,58"
AZZ,27.04.2026,"58,923,455",7,"26957951727,90"
BA1,27.04.2026,"1,387,741",25,"278432021,64"
BAC,27.04.2026,"7,498,648",11,"5659218140,88"
BAG,27.04.2026,"900,802",63,"49123832,07"
BAL,27.04.2026,"46,443,953",1,"1020572899,25"
BAO,27.04.2026,"3,287,962",4,"151313278,11"
BAS,27.04.2026,"50,170,343",1,"1435412860,39"
BBF,27.04.2026,"3,194,246",1121,"178752574,94"
BBI,27.04.2026,"161,796",11,"1100093,08"
BBN,27.04.2026,"666,517",13,"1533364512,54"
BBO,27.04.2026,"2,409,253",12,"798398602,56"
BBP,27.04.2026,"2,047,094",798,"35970051,00"
BBS,27.04.2026,"138,997",777,"1096552804,90"
BCC,27.04.2026,"63,796,386",2,"2566103908,97"
BCK,27.04.2026,"1,805,835",1830,"109878897,89"
BCO,27.04.2026,"1,708,641",458,"47759171,68"
BDA,27.04.2026,"53,081,797",439,"1115280395,44"
BDC,27.04.2026,"9,068,814",40,"396910781,17"
BDI,27.04.2026,"573,319",74,"467482148,38"
BDO,27.04.2026,"2,791,869",11,"4685590333,11"
BDS,27.04.2026,"2,429,315",12420,"531714498,45"
BDY,27.04.2026,"1,586,534",2466,"100817457,37"
BFE,27.04.2026,"1,749,899",63,"9206172,82"
BFO,27.04.2026,"49,850,201",1,"3511932029,95"
BFS,27.04.2026,"1,030,401",48,"6169094,38"
BFT,27.04.2026,"1,201,676",588,"235053538,14"
BGH,27.04.2026,"2,108,766",1,"991181907,32"
BGP,27.04.2026,"5,771,942",31039,"62383380987,60"
BHA,27.04.2026,"1,561,861",891,"102853611,22"
BHE,27.04.2026,"1,926,185",81,"40735187,56"
BHF,27.04.2026,"2,995,652",2558,"361675155,46"
BHH,27.04.2026,"588,147",74,"1043953885,98"
BHI,27.04.2026,"2,077,677",361,"657559035,27"
BHL,27.04.2026,"1,212,501",779,"60021558,02"
BHO,27.04.2026,"1,118,561",1,"1041732329,50"
BI5,27.04.2026,"2,240,584",11,"201755132,95"
BIA,27.04.2026,"23,856",12,"610759,43"
BID,27.04.2026,"3,396,315",2261,"296458174,54"
BIG,27.04.2026,"1,378,357",3781,"577187242,28"
BIH,27.04.2026,"7,510,265",409,"749066678,55"
BIK,27.04.2026,"1,472,827",14,"3421404301,87"
BIO,27.04.2026,"2,482,098",12068,"1116685633,76"
BIP,27.04.2026,"1,443,825",195,"3598322631,78"
BIS,27.04.2026,"1,627,084",74,"807638738,02"
BIY,27.04.2026,"1,268,838",331,"79352187,01"
BJD,27.04.2026,"49,476,226",70,"1594977532,18"
BKO,27.04.2026,"1,132,336",1,"3054370981,33"
BKY,27.04.2026,"45,944,759",569,"2064484727,23"
BLA,27.04.2026,"7,460,045",15,"6970965544,41"
BLD,27.04.2026,"1,475,006",745,"470152838,25"
BLT,27.04.2026,"1,757,679",3081,"384208381,15"
BMU,27.04.2026,"1,212,639",12,"1008958027,90"
BNC,27.04.2026,"1,993,511",256,"713581229,99"
BNH,27.04.2026,"1,304,956",202,"134629547,52"
BOH,27.04.2026,"950,105",11,"238067506,18"
BOL,27.04.2026,"1,558,157",263,"46802854,98"
BON,27.04.2026,"1,246,251",337,"27419958,78"
BOP,27.04.2026,"45,854,027",9,"1123617492,22"
BOS,27.04.2026,"1,451,674",1393,"2427571615,84"
BP5,27.04.2026,"1,548,484",15,"413188352,43"
BPD,27.04.2026,"49,500,995",11,"136049970,12"
BPZ,27.04.2026,"1,384,086",425,"502316225,50"
BRB,27.04.2026,"1,447,357",11,"955025674,53"
BRC,27.04.2026,"121,014",38,"126646628,14"
BRF,27.04.2026,"1,473,714",1103,"108655547,28"
BRG,27.04.2026,"4,523,494",1617,"1792197118,10"
BRH,27.04.2026,"562,998",15,"4539006883,29"
BRR,27.04.2026,"1,466,448",275,"381519026,07"
BRT,27.04.2026,"132,427",490,"37664439,23"
BRZ,27.04.2026,"50,961,074",5,"1595979963,00"
BS1,27.04.2026,"1,147,234",135,"7225317,84"
BSA,27.04.2026,"421,912",1,"860499996,86"
BSD,27.04.2026,"1,106,424",100,"274235831,06"
BSE,27.04.2026,"797,958",66,"558339170,06"
BSF,27.04.2026,"1,349,869",1,"7631489665,48"
BSH,27.04.2026,"1,085,673",163,"8653170,07"
BSM,27.04.2026,"1,458,656",2012,"1474449770,51"
BSN,27.04.2026,"1,465,244",14,"41434020,61"
BST,27.04.2026,"10,094,886",699,"60403656,07"
BTE,27.04.2026,"4,047,776",950,"212426552,19"
BTJ,27.04.2026,"1,243,574",80,"28266141,36"
BTK,27.04.2026,"1,323,867",365,"122294228,50"
BTP,27.04.2026,"510,836",15,"50613313,03"
BTY,27.04.2026,"54,714,052",3,"773547262,92"
BTZ,27.04.2026,"1,264,281",207,"8312188,05"
BUB,27.04.2026,"1,035,217",41,"3487984,86"
BUC,27.04.2026,"966,811",23,"236985097,94"
BUP,27.04.2026,"3,743,752",1,"12559452194,84"
BUT,27.04.2026,"172,027",4,"204294616,76"
BUV,27.04.2026,"1,372,237",475,"64967323,50"
BUY,27.04.2026,"1,816,089",18286,"410342310,40"
BV1,27.04.2026,"1,526,407",802,"146774653,11"
BVB,27.04.2026,"4,056,266",1,"4360498337,27"
BVC,27.04.2026,"3,852,234",1,"6245788912,48"
BVD,27.04.2026,"1,200,891",345,"218724213,99"
BVF,27.04.2026,"1,243,889",546,"1030747423,38"
BVH,27.04.2026,"1,814,727",14,"116989673,81"
BVI,27.04.2026,"3,001,593",31,"318423822,34"
BVK,27.04.2026,"1,026,796",38,"22752936,47"
BVM,27.04.2026,"1,274,239",163,"11102972,52"
BVT,27.04.2026,"5,059,604",10,"19046864,26"
BVV,27.04.2026,"2,853,233",519,"105062764,87"
BVZ,27.04.2026,"3,967,758",755,"2532741357,71"
BYZ,27.04.2026,"232,614",42,"191101325,00"
CAH,27.04.2026,"1,348,668",371,"55096343,49"
CBD,27.04.2026,"2,775,891",15,"264796436,14"
CBN,27.04.2026,"48,652,108",6,"625571622,56"
CBO,27.04.2026,"304,893,354",3,"2205980860,88"
CEY,27.04.2026,"61,879,098",3,"205094247,21"
CFO,27.04.2026,"222,212",503,"2854807507,75"
CGD,27.04.2026,"54,095,903",2,"598816441,89"
CHY,27.04.2026,"613,321",42,"175085824,05"
CIN,27.04.2026,"1,596,025",537,"38003892,13"
CJD,27.04.2026,"47,701,317",29,"48006986,63"
CJF,27.04.2026,"60,910,983",3,"1848309904,72"
CJG,27.04.2026,"61,220,244",1,"1854589799,29"
CJH,27.04.2026,"58,115,383",1812,"3200030441,03"
CKF,27.04.2026,"1,838,762",1699,"529190031,41"
CKL,27.04.2026,"1,406,275",835,"370443572,58"
CKS,27.04.2026,"56,901,373",2442,"5957220272,71"
COT,27.04.2026,"55,626,512",197,"512958766,80"
CPT,27.04.2026,"3,339,959",8707,"519253848,84"
CPU,27.04.2026,"3,137,994",12694,"974071652,74"
CRL,27.04.2026,"45,478,871",3,"977795731,07"
CSD,27.04.2026,"59,986,113",1,"625100226,10"
CSH,27.04.2026,"3,526,684",55,"5245741282,47"
CTF,27.04.2026,"8,679,692",1,"324373617,16"
CTG,27.04.2026,"710,146",1,"15383920,32"
CTM,27.04.2026,"5,958,255",1,"15386432,11"
CTP,27.04.2026,"58,026,637",1,"525249575,07"
CTV,27.04.2026,"10,130,319",4,"191876059,77"
CVA,27.04.2026,"3,699,303",1,"8548984469,12"
CVB,27.04.2026,"3,805,727",5,"1800549986,39"
CVC,27.04.2026,"2,591,848",2,"650879824,39"
CVD,27.04.2026,"59,342,439",2,"1013841352,30"
CVE,27.04.2026,"2,459,959",1,"270650293,06"
CVF,27.04.2026,"4,191,476",1,"866726381,34"
CVK,27.04.2026,"4,661,188",2083,"625782634,11"
CVL,27.04.2026,"1,221,851",100,"28192749,23"
CYD,27.04.2026,"54,221,296",381,"1289636656,73"
DA1,27.04.2026,"46,145,117",47,"30991429,89"
DAC,27.04.2026,"67,714,734",1,"521049983,95"
DAE,27.04.2026,"3,567,229",1,"1792856048,92"
DAH,27.04.2026,"3,745,069",2916,"769333038,39"
DAI,27.04.2026,"89,361,806",4,"342302272,86"
DAL,27.04.2026,"66,473,759",1,"576670631,88"
DAS,27.04.2026,"51,079,463",26772,"132421650279,46"
DAT,27.04.2026,"90,523,656",6,"405344289,98"
DAV,27.04.2026,"5,439,046",136,"1031601820,59"
DAZ,27.04.2026,"12,176,858",4,"322134511,15"
DB2,27.04.2026,"1,851,314",18,"212935914,30"
DBA,27.04.2026,"748,208",27497,"11450950711,37"
DBB,27.04.2026,"102,601",1974,"331508615,87"
DBG,27.04.2026,"575,459",3,"2367398560,94"
DBH,27.04.2026,"353,374",9206,"1007547148,72"
DBK,27.04.2026,"107,421",85960,"675277026,98"
DBP,27.04.2026,"458,156",1109,"159491504,73"
DBZ,27.04.2026,"12,459",3050,"770728585,29"
DCB,27.04.2026,"4,205,208",22540,"133514442237,35"
DCD,27.04.2026,"62,060,658",1,"266570011,44"
DCE,27.04.2026,"67,942,317",3,"1182155490,50"
DCN,27.04.2026,"1,274,091",1099,"149639646,01"
DCP,27.04.2026,"69,742,831",3,"248597065,56"
DDA,27.04.2026,"13,624,549",1234,"251395336,31"
DDC,27.04.2026,"10,596,717",11,"3554781314,16"
DDE,27.04.2026,"71,053,247",1,"391863845,67"
DDF,27.04.2026,"11,030,683",627,"279340942,46"
DDP,27.04.2026,"68,807,345",1,"71975372,38"
DEF,27.04.2026,"2,556,018",96,"68551732,10"
DEI,27.04.2026,"34,819",13,"4136031,04"
DFC,27.04.2026,"3,106,155",1685,"128712547,13"
DFD,27.04.2026,"2,575,347",536,"163146780,30"
DFI,27.04.2026,"3,739,727",39921,"18194630841,90"
DFO,27.04.2026,"3,452,075",2,"1021005042,93"
DGF,27.04.2026,"128,267",222,"26526868,56"
DGH,27.04.2026,"9,484,394",233,"1158185080,15"
DHI,27.04.2026,"5,400,749",46,"811307899,29"
DHJ,27.04.2026,"698,311",3023,"224830824,99"
DHM,27.04.2026,"5,116,221",1292,"29887540,94"
DHP,27.04.2026,"3,924,432",1,"7407337,63"
DHS,27.04.2026,"333,497,006",1,"4403940682,56"
DHT,27.04.2026,"1,053,207",556,"73394507,88"
DHV,27.04.2026,"2,181,817",11,"317454116,08"
DID,27.04.2026,"1,371,549",186,"36747350,35"
DIH,27.04.2026,"1,742,112",11,"130758744,48"
DIM,27.04.2026,"48,865,099",1,"111779303,89"
DIP,27.04.2026,"1,389,636",1259,"50804680770,64"
DK1,27.04.2026,"1,320,314",67,"4216285184,84"
DK8,27.04.2026,"45,125,621",313,"1747007644,69"
DKA,27.04.2026,"45,072,205",239,"2297728311,26"
DKC,27.04.2026,"667,198",13,"209170,73"
DKH,27.04.2026,"3,574,635",1534,"210098924,07"
DKL,27.04.2026,"47,159,887",109,"418791347,16"
DKP,27.04.2026,"4,499,203",644,"3952999795,04"
DKR,27.04.2026,"733,884",560,"56524917,26"
DKS,27.04.2026,"67,293,408",2,"215872543,10"
DKY,27.04.2026,"44,961,702",231,"2554565506,25"
DL2,27.04.2026,"2,191,918",724,"9847011659,93"
DLD,27.04.2026,"7,261,912",625,"79719349,05"
DLG,27.04.2026,"1,168,428",45,"4633223,70"
DLN,27.04.2026,"1,900,547",12,"30449603,21"
DLY,27.04.2026,"5,376,933",314158,"72471055484,87"
DLZ,27.04.2026,"1,319,305",13,"162831,31"
DMG,27.04.2026,"7,437,877",16586,"3696947169,13"
DMR,27.04.2026,"53,975,537",1,"16002080666,70"
DMV,27.04.2026,"65,513,071",2,"314879798,20"
DMZ,27.04.2026,"59,666,529",5,"595215157,99"
DNA,27.04.2026,"896,325",5,"1783896928,13"
DNF,27.04.2026,"1,184,774",100,"23682483,20"
DNH,27.04.2026,"1,168,739",78,"19052171,89"
DNK,27.04.2026,"1,700,314",212,"16337449,43"
DNL,27.04.2026,"51,745,811",1,"206191842,01"
DNM,27.04.2026,"48,343,849",1213,"1695763364,49"
DNP,27.04.2026,"1,268,745",269,"1410586986,89"
DNU,27.04.2026,"44,785,429",16,"36823251,36"
DOC,27.04.2026,"44,928,798",178,"4600660010,68"
DOD,27.04.2026,"63,974,945",24,"15444596081,73"
DOH,27.04.2026,"2,079,902",5505,"984850983,12"
DOL,27.04.2026,"48,889,185",385,"3573237228,31"
DOR,27.04.2026,"66,251,932",1,"477194446,01"
DOS,27.04.2026,"65,244,422",2,"3075056145,48"
DOV,27.04.2026,"56,786,519",17787,"71033565072,23"
DP1,27.04.2026,"17,777,323",7,"5059014431,62"
DP2,27.04.2026,"62,483,822",11,"337268802,36"
DP3,27.04.2026,"64,970,535",4,"264677093,49"
DP4,27.04.2026,"68,012,048",3,"510055745,50"
DP5,27.04.2026,"76,757,345",1,"1662324159,67"
DP6,27.04.2026,"44,912,202",215,"1813164479,54"
DP7,27.04.2026,"56,744,091",3,"510797938,64"
DP8,27.04.2026,"45,240,499",50,"376087841,90"
DP9,27.04.2026,"44,977,067",155,"5684608544,18"
DPB,27.04.2026,"22,759,895",3854,"20763798433,62"
DPC,27.04.2026,"92,228,803",1,"317670582,04"
DPE,27.04.2026,"21,061,264",1,"1378600372,14"
DPG,27.04.2026,"93,449,524",2,"535857605,46"
DPI,27.04.2026,"7,926,851",110,"263284448,85"
DPK,27.04.2026,"7,702,853",1315,"828649526,56"
DPL,27.04.2026,"95,659,371",1,"2472946273,63"
DPN,27.04.2026,"56,285,656",1,"2208649,16"
DPP,27.04.2026,"15,643,494",2,"211176531,38"
DPT,27.04.2026,"17,359,594",5505,"342224077,00"
DPZ,27.04.2026,"76,416,397",1,"115207041,75"
DRA,27.04.2026,"120,479",16,"48838312,45"
DRD,27.04.2026,"52,761,246",153,"1653879718,62"
DRH,27.04.2026,"104,237",69,"144523430,02"
DRS,27.04.2026,"69,735,262",3,"231678322,93"
DRT,27.04.2026,"1,095,208",344,"19221067,10"
DSC,27.04.2026,"62,247,581",1,"925005775,75"
DSD,27.04.2026,"66,990,777",1668,"5731151679,04"
DSH,27.04.2026,"2,012,872",101,"24655726,05"
DSP,27.04.2026,"1,356,715",1091,"139870190,25"
DSV,27.04.2026,"45,818,167",48,"1088412899,23"
DTH,27.04.2026,"1,222,851",126,"170506183,03"
DTL,27.04.2026,"3,881,708",3763,"163729481,84"
DTM,27.04.2026,"137,431",3158,"68046770,45"
DTO,27.04.2026,"44,910,318",159,"111896481,28"
DTP,27.04.2026,"1,834,789",4,"1662263528,96"
DTV,27.04.2026,"63,650,633",4,"3839798783,71"
DTZ,27.04.2026,"4,538,009",6304,"269672366,54"
DUC,27.04.2026,"658,314",12,"228014,45"
DUD,27.04.2026,"48,202,452",264,"325297765,93"
DUH,27.04.2026,"1,206,392",79,"5289736,33"
DUT,27.04.2026,"45,183,412",258,"834532188,90"
DUV,27.04.2026,"1,216,403",216,"71198015,70"
DVC,27.04.2026,"63,674,331",1,"52531323,35"
DVI,27.04.2026,"72,338,581",2,"182502933,48"
DVN,27.04.2026,"60,503,772",1,"289785115,56"
DVO,27.04.2026,"4,728,552",1,"30298607,65"
DVS,27.04.2026,"1,390,608",314,"268948374,38"
DVT,27.04.2026,"8,285,867",10779,"735557419,59"
DVU,27.04.2026,"765,135",5,"1377431324,19"
DVZ,27.04.2026,"61,791,334",1,"1298332067,67"
DXP,27.04.2026,"1,810,331",1179,"53728023,44"
DYJ,27.04.2026,"45,055,435",156,"1061843734,55"
DYN,27.04.2026,"4,303,899",1674,"57799609,73"
DYS,27.04.2026,"1,487,886",13,"17275532,69"
DZ2,27.04.2026,"1,411,468",2,"12203384123,44"
DZE,27.04.2026,"1,002,727",3034,"256806488,50"
DZM,27.04.2026,"80,760,565",4844,"19866484880,01"
DZP,27.04.2026,"56,255,963",2,"438121438,67"
DZS,27.04.2026,"1,404,812",157,"62274270,54"
EBD,27.04.2026,"224,969",393,"41913092,84"
EBI,27.04.2026,"53,026,895",30,"582812351,05"
EBS,27.04.2026,"45,479,653",31,"3311056790,39"
EC2,27.04.2026,"87,649,011",2587,"89967397,94"
ECA,27.04.2026,"1,705,746",388,"111537084,15"
ECB,27.04.2026,"47,324,055",3233,"903781987,09"
ECV,27.04.2026,"435,541",2399,"97309760,41"
EDD,27.04.2026,"1,049,394",13,"10579781,74"
EDP,27.04.2026,"1,027,355",32,"52298322,65"
EDT,27.04.2026,"1,996,408",628,"964510684,42"
EDU,27.04.2026,"3,281,406",666,"438751826,73"
EES,27.04.2026,"55,068,407",1,"460450468,95"
EGP,27.04.2026,"53,881,956",50,"246463716,92"
EHS,27.04.2026,"2,823,554",3,"666186374,08"
EIB,27.04.2026,"580,266",450,"281694893,68"
EID,27.04.2026,"1,840,191",2198,"119566277,74"
EIL,27.04.2026,"4,646,792",1925,"1394781264,06"
EJG,27.04.2026,"9,499,933",1,"649977868,75"
EKF,27.04.2026,"124,908",5403,"1853575893,03"
EKL,27.04.2026,"1,616,792",1450,"22978308189,39"
ELZ,27.04.2026,"13,676,023",787,"561694916,56"
EME,27.04.2026,"1,213,796",26,"41944461,31"
EML,27.04.2026,"1,178,214",773,"43350572,36"
ENA,27.04.2026,"104,916",15,"10879143,24"
ENJ,27.04.2026,"1,346,052",739,"39622356,95"
ENO,27.04.2026,"4,498,403",10,"45025415,71"
ENR,27.04.2026,"1,063,449",35,"12911450,44"
ENS,27.04.2026,"1,079,349",13,"11051348,19"
EPA,27.04.2026,"1,217,547",88,"434524350,46"
EPI,27.04.2026,"1,154,284",185,"272890536,42"
EPK,27.04.2026,"1,434,672",2073,"282371386,27"
EPO,27.04.2026,"57,527,309",1,"425126526,82"
EPP,27.04.2026,"1,302,436",41,"1743699960,06"
EPT,27.04.2026,"1,178,977",54,"907446560,58"
ESG,27.04.2026,"421,116",83,"117631596,00"
ESN,27.04.2026,"1,638,255",12,"63168853,32"
ESP,27.04.2026,"518,801",358,"62725690,73"
EUN,27.04.2026,"59,482,315",3605,"6401410851,62"
EUZ,27.04.2026,"58,910,909",39829,"137199159550,51"
EVM,27.04.2026,"1,081,163",606,"45863040,00"
EYT,27.04.2026,"2,794,748",630,"92927956,44"
EZM,27.04.2026,"42,091,065",1,"4209106,46"
FAK,27.04.2026,"1,386,655",454,"34446294,11"
FAL,27.04.2026,"1,260,521",936,"352232943,22"
FBC,27.04.2026,"2,270,048",5902,"194654811,16"
FBI,27.04.2026,"49,164,733",5452,"19892777262,68"
FBN,27.04.2026,"10,343,871",15,"16003881,86"
FBV,27.04.2026,"7,152,215",2331,"682025278,82"
FBZ,27.04.2026,"4,101,764",380,"186670794,03"
FCK,27.04.2026,"1,934,147",880,"345295090,32"
FCS,27.04.2026,"2,044,355",177,"1504762805,21"
FD1,27.04.2026,"1,811,732",175,"30332738,68"
FDE,27.04.2026,"44,936,571",895,"4171012566,54"
FDG,27.04.2026,"2,670,466",1507,"311354425,37"
FDO,27.04.2026,"57,191,895",1,"270938766,11"
FDV,27.04.2026,"5,213,506",1,"1303376543,46"
FDY,27.04.2026,"45,066,074",890,"3876585835,76"
FDZ,27.04.2026,"297,436",12,"225794482,41"
FFD,27.04.2026,"45,186",249,"131380559,47"
FFF,27.04.2026,"62,452,359",1,"1050594063,28"
FFH,27.04.2026,"7,900,665",1962,"1264073496,26"
FFO,27.04.2026,"58,013,509",7,"104531872,66"
FFP,27.04.2026,"7,343,782",2833,"2542255030,94"
FHI,27.04.2026,"1,506,088",11,"236051734,85"
FHP,27.04.2026,"2,998,276",46,"9859982594,82"
FHZ,27.04.2026,"62,381,594",3,"723034306,73"
FI3,27.04.2026,"730,956,853",9871,"1831398236,01"
FI5,27.04.2026,"656,335,296",52011,"92375852763,01"
FIB,27.04.2026,"511,713",13659,"6208033257,52"
FID,27.04.2026,"1,003,297",1819,"966550175,60"
FIL,27.04.2026,"32,862",19064,"12582864786,74"
FIT,27.04.2026,"216,281",608,"217106997,68"
FJB,27.04.2026,"643,416",841,"392583639,64"
FJC,27.04.2026,"55,531,664",88,"1262566905,09"
FJM,27.04.2026,"53,564,017",1745,"8660862984,71"
FJN,27.04.2026,"53,369,255",1261,"5477435914,16"
FJZ,27.04.2026,"61,671,486",891,"1718213061,42"
FKE,27.04.2026,"55,711,283",12703,"49339019112,66"
FKH,27.04.2026,"45,457,282",2132,"12473023550,25"
FKV,27.04.2026,"45,074,532",488,"2216765482,89"
FLS,27.04.2026,"57,551,802",2072,"3020208932,77"
FLY,27.04.2026,"1,611,295",1618,"118299630,29"
FMG,27.04.2026,"3,662,491",12901,"14322701447,67"
FMS,27.04.2026,"53,622,834",1,"628551953,04"
FMV,27.04.2026,"1,258,406",24,"138361258,70"
FNE,27.04.2026,"273,097",1,"1064641,30"
FNN,27.04.2026,"0,00",1,"0,00"
FNO,27.04.2026,"190,034",8597,"15671933924,27"
FNT,27.04.2026,"2,008,587",2144,"592040768,81"
FP4,27.04.2026,"1,266,498",118,"93677203,62"
FPE,27.04.2026,"70,865,065",1435,"318643632,96"
FPG,27.04.2026,"2,412,342",2562,"1314119805,87"
FPH,27.04.2026,"33,878,828",4851,"1521720873,57"
FPI,27.04.2026,"2,340,784",171,"112166997,64"
FPK,27.04.2026,"87,605",1163,"286389100,35"
FPR,27.04.2026,"1,115,551",21,"172726712,28"
FPZ,27.04.2026,"64,080,114",19543,"132728121012,57"
FR1,27.04.2026,"1,515,847",21,"577001678,02"
FRA,27.04.2026,"32,662,938",2,"533915636,99"
FRC,27.04.2026,"1,711,675",405,"90426236,00"
FRZ,27.04.2026,"15,526,688",2,"277937695,30"
FS1,27.04.2026,"1,742,065",297,"211841904,06"
FS2,27.04.2026,"2,059,773",28,"16198964,47"
FS3,27.04.2026,"1,945,016",22,"1653812487,93"
FS4,27.04.2026,"915,032",21,"4697563091,78"
FS5,27.04.2026,"251,814",9,"22140138,44"
FS6,27.04.2026,"158,609",393,"118346586,79"
FSF,27.04.2026,"6,106,458",7272,"11344652628,51"
FSG,27.04.2026,"3,732,028",850,"1040582136,41"
FSH,27.04.2026,"4,126,981",471,"335444048,47"
FSK,27.04.2026,"5,414,324",2591,"6555284219,80"
FSM,27.04.2026,"8,100,189",21,"1087033369,48"
FSP,27.04.2026,"37,186,067",23,"472411,80"
FSR,27.04.2026,"44,666,874",2537,"8756594789,46"
FSU,27.04.2026,"1,334,038",7263,"928209018,15"
FSV,27.04.2026,"52,627,948",876,"5332789941,40"
FTL,27.04.2026,"1,354,805",217,"360605807,88"
FTM,27.04.2026,"52,233,466",14,"1694656248,34"
FTY,27.04.2026,"44,902,919",1253,"7510911243,99"
FUA,27.04.2026,"5,378,685",5054,"339740771,75"
FUB,27.04.2026,"705,268",2286,"1417667750,27"
FUM,27.04.2026,"58,636,438",2,"421656501,57"
FUN,27.04.2026,"1,472,379",11,"18066947,04"
FUP,27.04.2026,"102,218,904",2,"448503023,80"
FVL,27.04.2026,"4,371,979",54,"1440491598,11"
FYA,27.04.2026,"54,638",159,"1817526076,28"
FYB,27.04.2026,"93,449,056",9,"191147708,75"
FYD,27.04.2026,"11,933,886",5926,"3774810253,24"
FYF,27.04.2026,"99,865",11,"35023355,31"
