price_date,fund_code,unit_price,investor_count,total_fund_value
2026-03-02,NES,1.974093,2,1563623348.12
2026-03-02,NFF,1.156321,44,986111900.05
2026-03-02,NFH,2.017404,70,154629699.28
2026-03-02,NFK,4.900615,103,1718489165.59
2026-03-02,NHT,57.944954,2,574534418.10
2026-03-02,NHV,3.886923,2,7163424954.96
2026-03-02,NIG,0.840579,12,270086515.19
2026-03-02,NIS,1.444410,28,940518308.54
2026-03-02,NJG,2.549552,15,62490021.81
2026-03-02,NKA,44.840263,11,155832781.54
2026-03-02,NKH,1.409235,12,135114727.76
2026-03-02,NKJ,14.964272,1,1535909546.72
2026-03-02,NKK,7.577996,11,2075531389.20
2026-03-02,NKL,2.950443,2691,12187144705.35
2026-03-02,NKS,1.701275,11,22967379.32
